stock,buy_date,sell_date,buy_price,sell_price,quantity,order_quantity,execution_rate,pnl,return_rate,commission,stamp_duty,transfer_fee,market_impact_cost
600089.SH,2025-09-01,2025-09-11,10.876399635554098,10.620599552581648,200,300,0.81,-59.40063371007136,-0.023518819788145587,5.0,2.1241199105163298,1.0,0.11649720506525449
600014.SH,2025-09-01,2025-09-12,65.58883099336286,64.54947222034394,300,400,0.81,-341.18869662500583,-0.015846581762131027,5.809452499830955,19.364841666103185,1.0,3.2067705533974764
600017.SH,2025-09-01,2025-09-12,36.91921690214569,34.61111608067734,100,200,0.81,-240.51350321351265,-0.06251759964427109,5.0,3.461111608067734,1.0,0.2423094586104007
600018.SH,2025-09-01,2025-09-12,21.351657626203753,22.43443808890897,800,1000,0.81,839.0313115967365,0.05071177524766869,5.384265141338152,17.947550471127176,1.0,2.8612429549673557
600078.SH,2025-09-01,2025-09-12,18.855089797697193,18.402912495835594,100,200,0.81,-53.151967113308956,-0.02398171033461876,5.0,1.8402912495835595,1.0,0.09394567756542388
600002.SH,2025-09-01,2025-09-15,73.8833139393215,77.7338067212075,500,700,0.81,1864.601053684004,0.05211586455161333,11.660071008181124,38.86690336060375,1.0,9.118362890207948
600012.SH,2025-09-01,2025-09-15,53.44838085587907,58.11534497115537,100,200,0.81,454.3576675740078,0.08731722159854645,5.0,5.811534497115537,1.0,0.5272094565057542
600010.SH,2025-09-01,2025-09-16,31.084618922984998,30.90091441956722,800,1100,0.7290000000000001,-185.04067406571266,-0.005909820026197648,7.416219460696133,24.720731535653776,1.0,4.940120335139232
600016.SH,2025-09-01,2025-09-16,67.3886213604517,66.12041539447658,200,300,0.81,-274.6749293062021,-0.01881928937515532,5.0,13.224083078895315,1.0,1.809653032282727
600019.SH,2025-09-01,2025-09-16,22.40558685370791,22.17515703390792,700,900,0.81,-185.12489421584723,-0.010284480442513231,5.0,15.522609923735542,1.0,2.3014104321184243
600035.SH,2025-09-01,2025-09-16,32.127834429506066,34.72777495411537,100,200,0.81,250.27773939701865,0.08092486066292497,5.0,3.472777495411537,1.0,0.24353556849984478
600037.SH,2025-09-01,2025-09-16,20.21068391195813,19.945266623448568,300,400,0.81,-92.15955979433875,-0.013132523850542414,5.0,5.98357998703457,1.0,0.550793254434743
600010.SH,2025-09-01,2025-09-17,31.084618922984998,29.362676211666642,200,300,0.81,-356.7966094842868,-0.05539532961895486,5.0,5.872535242333329,1.0,0.5355319782833152
600019.SH,2025-09-01,2025-09-19,22.40558685370791,21.9519154846501,100,200,0.81,-53.684721176477524,-0.020248135968048968,5.0,2.1951915484650097,1.0,0.12239272223147409
600026.SH,2025-09-01,2025-09-19,40.349768090605025,42.910315172654066,200,300,0.81,496.5812588889685,0.0634587806378306,5.0,8.582063034530814,1.0,0.9460944863083213
600025.SH,2025-09-01,2025-09-22,76.96777031890149,81.15407643133103,100,200,0.81,403.64521718523974,0.054390377882643295,5.0,8.115407643133103,1.0,0.8699864145822845
600013.SH,2025-09-01,2025-09-23,74.44907664445695,84.96229687969891,300,400,0.81,3114.988290610938,0.14121357455444966,7.646606719172902,25.488689063909675,1.0,4.8424841785677835
600003.SH,2025-09-01,2025-09-25,53.88298750809846,57.79289913505405,800,1000,0.81,3054.9944435163125,0.07256300750525278,13.870295792412971,46.23431930804324,1.0,11.83024294770145
600003.SH,2025-09-01,2025-09-26,53.88298750809846,57.576500422612,100,200,0.81,357.07374734618406,0.06854692149277017,5.0,5.7576500422612,1.0,0.519894062909211
