stock,buy_date,sell_date,buy_price,sell_price,quantity,order_quantity,execution_rate,pnl,return_rate,commission,stamp_duty,transfer_fee,market_impact_cost
600011.SH,2025-09-01,2025-09-12,22.86405146356463,21.816994760499966,300,400,0.81,-327.2922264024173,-0.04579488918371339,5.0,6.5450984281499895,1.0,0.6301170548685243
600021.SH,2025-09-01,2025-09-12,37.53224417502538,40.80689625120694,400,500,0.81,1285.0564404662455,0.08724903474758303,5.0,16.322758500482777,1.0,2.4816315058953218
600006.SH,2025-09-01,2025-09-15,42.37819629456587,40.75261005372443,800,1100,0.7290000000000001,-1351.3336377103697,-0.03835902381361814,9.780626412893863,32.602088042979545,1.0,7.481930581351856
600020.SH,2025-09-01,2025-09-15,33.53629555782184,32.713815964240645,400,600,0.81,-349.8586502408725,-0.02452505799762853,5.0,13.085526385696257,1.0,1.7812864227000214
600033.SH,2025-09-01,2025-09-15,17.017535435173706,18.94222957112045,400,600,0.81,755.5159180993469,0.11310063923642995,5.0,7.57689182844818,1.0,0.7848444509017211
600001.SH,2025-09-01,2025-09-16,92.55133443184846,97.89894773270984,500,700,0.81,2596.2848247506117,0.05777996971830997,14.684842159906475,48.94947386635492,1.0,12.887509653821288
600003.SH,2025-09-01,2025-09-16,86.97212624511438,98.02163029638274,100,200,0.81,1087.9933807563175,0.1270464978644702,5.0,9.802163029638274,1.0,1.154861340879525
600004.SH,2025-09-01,2025-09-16,27.23781804770604,28.978941629515724,100,200,0.81,165.028824367761,0.06392301977934395,5.0,2.8978941629515726,1.0,0.1856396502560461
600005.SH,2025-09-01,2025-09-16,66.0065163352962,64.65626182325964,100,200,0.81,-148.10975278776368,-0.02045638199079633,5.0,6.4656261823259635,1.0,0.6186754017814624
600006.SH,2025-09-01,2025-09-16,42.37819629456587,40.172752567725944,200,300,0.81,-455.9803126899142,-0.05204194419956299,5.0,8.034550513545188,1.0,0.8570168083830737
600020.SH,2025-09-01,2025-09-16,33.53629555782184,32.350407961055176,100,200,0.81,-128.0427613902093,-0.035361317552858686,5.0,3.2350407961055176,1.0,0.21896091743770477
600022.SH,2025-09-01,2025-09-16,17.081099568402813,16.40539796075911,700,900,0.81,-491.9393526685326,-0.03955843737915081,5.0,11.483778572531378,1.0,1.4644487454076232
600033.SH,2025-09-01,2025-09-16,17.017535435173706,18.37181213339247,100,200,0.81,127.49678097833475,0.07958124743607689,5.0,1.837181213339247,1.0,0.09370763020253113
600057.SH,2025-09-02,2025-09-16,41.360305134038974,39.35401562095953,100,200,0.81,-210.8581384950794,-0.04850760908502813,5.0,3.935401562095953,1.0,0.29378562503931394
600001.SH,2025-09-01,2025-09-17,92.55133443184846,98.89653033774749,100,200,0.81,617.4595800518291,0.06855866471132743,5.0,9.88965303377475,1.0,1.170357504298751
600007.SH,2025-09-01,2025-09-17,70.64055581503163,78.22435838838815,400,600,0.81,2985.257934765068,0.10735762885578487,9.386923006606578,31.289743355355263,1.0,6.586428215579981
600008.SH,2025-09-01,2025-09-17,87.42393348646982,92.98318651590618,400,500,0.81,2165.8141674511717,0.06358960078474096,11.157982381908742,37.19327460636247,1.0,8.535787335101888
600031.SH,2025-09-01,2025-09-17,39.63150992059973,38.32195591917895,100,200,0.81,-141.06990066360822,-0.03304325280677998,5.0,3.8321955919178947,1.0,0.2823049296114996
600007.SH,2025-09-01,2025-09-18,70.64055581503163,78.53030581162747,100,200,0.81,774.2938307328141,0.11168867381585601,5.0,7.853030581162747,1.0,0.8281383456065698
600035.SH,2025-09-01,2025-09-18,47.29266330557192,46.20434798526734,100,200,0.81,-119.82570824825416,-0.023012349997559935,5.0,4.620434798526734,1.0,0.3737414192696134
600025.SH,2025-09-01,2025-09-19,39.91087638523199,44.317394620993326,200,300,0.81,865.4471589965578,0.11040895702786072,5.0,8.863478924198665,1.0,0.9930092315108061
600041.SH,2025-09-01,2025-09-19,34.518267320364565,33.795189695827524,100,200,0.81,-81.92107323378832,-0.020947680189916437,5.0,3.3795189695827528,1.0,0.2337918105011094
600022.SH,2025-09-01,2025-09-22,17.081099568402813,18.019476272539578,100,200,0.81,85.94469788698848,0.05493655138411612,5.0,1.8019476272539579,1.0,0.09102489943409904
600032.SH,2025-09-01,2025-09-24,47.96388403012928,51.22441969355308,100,200,0.81,314.49484715810286,0.06797897479227588,5.0,5.122441969355308,1.0,0.43627721492212373
600010.SH,2025-09-01,2025-09-25,41.03369961631802,44.80841630527351,100,200,0.81,366.63389455177185,0.09199064974035118,5.0,4.480841630527351,1.0,0.3569327132499829
600026.SH,2025-09-01,2025-09-25,14.543810855196698,15.985298555326992,700,900,0.81,990.4431217572856,0.09911347957438754,5.0,11.189708988728896,1.0,1.4085593451902498
600066.SH,2025-09-01,2025-09-25,10.722153196463195,11.617445691955705,400,500,0.81,347.09305327484253,0.08349931950122028,5.0,4.646978276782281,1.0,0.376966645379262
600026.SH,2025-09-01,2025-09-29,14.543810855196698,16.628344542635343,100,200,0.81,200.7098441469434,0.1433278875937673,5.0,1.6628344542635343,1.0,0.0806901426577528
