stock,buy_date,sell_date,buy_price,sell_price,quantity,order_quantity,execution_rate,pnl,return_rate,commission,stamp_duty,transfer_fee,market_impact_cost
600046.SH,2025-09-01,2025-09-03,21.434919529363157,20.59038149449724,100,200,0.81,-92.62402595781623,-0.03940010288860683,5.0,2.0590381494497243,1.0,0.11118432177479369
600083.SH,2025-09-01,2025-09-03,15.239422258251201,15.15992011717984,100,200,0.81,-15.536447384880148,-0.00521687369272251,5.0,1.5159920117179841,1.0,0.07024126602588766
600001.SH,2025-09-01,2025-09-04,14.858256821369597,15.642286942540617,3100,4300,0.7290000000000001,2352.8831276032797,0.052767301749920184,14.547326856562773,48.491089521875914,1.0,13.57183164843993
600009.SH,2025-09-01,2025-09-04,93.69927838097009,91.07807741901291,300,400,0.81,-828.2553818146407,-0.0279746120487682,8.197026967711162,27.323423225703877,1.0,5.37464303407303
600012.SH,2025-09-01,2025-09-04,95.8574387560673,101.32718152317337,200,300,0.81,1063.1704301368263,0.05706122381409718,6.079630891390401,20.265436304634672,1.0,3.4330560883632235
600016.SH,2025-09-01,2025-09-04,35.42965874158026,34.239139199376275,100,200,0.81,-128.71428184588376,-0.03360234290958023,5.0,3.4239139199376276,1.0,0.23841370554765
600003.SH,2025-09-01,2025-09-05,10.024896240910119,9.57595066012478,400,500,0.81,-189.69071693792785,-0.04478306508083921,5.0,3.830380264049912,1.0,0.28210435974298315
600006.SH,2025-09-01,2025-09-05,30.968440865853935,30.252406032826638,300,400,0.81,-230.91506119257429,-0.023121436307657433,5.0,9.075721809847991,1.0,1.0288894745380255
600018.SH,2025-09-01,2025-09-05,63.059966157652156,66.4430556462409,200,300,0.81,655.5063718748097,0.053648767906581074,5.0,13.288611129248178,1.0,1.822914713689023
600027.SH,2025-09-01,2025-09-05,59.95653981591289,62.97241561441313,100,200,0.81,288.695673133956,0.0503010315098238,5.0,6.2972415614413135,1.0,0.5946651546267545
600037.SH,2025-09-01,2025-09-05,23.03151034851201,22.755118233552096,300,400,0.81,-96.41536306556281,-0.01200060746245292,5.0,6.826535470065629,1.0,0.6711931075236257
600013.SH,2025-09-01,2025-09-08,10.434985139559048,11.46591785750178,600,800,0.81,605.001052999859,0.09879580125461462,5.0,6.879550714501069,1.0,0.6790270512795358
600014.SH,2025-09-01,2025-09-08,69.04264707105091,73.62412114172399,300,400,0.81,1340.822573003279,0.06635716133476668,6.626170902755159,22.087236342517198,1.0,3.906240953369377
600019.SH,2025-09-01,2025-09-08,66.67831149967873,75.8673607564247,100,200,0.81,904.5318150921985,0.13781166694345956,5.0,7.58673607564247,1.0,0.7863745067561452
600026.SH,2025-09-01,2025-09-08,40.53201951612172,39.295821381176324,200,300,0.81,-261.9279000400629,-0.030499297831772132,5.0,7.859164276235265,1.0,0.8291087747486662
600013.SH,2025-09-01,2025-09-09,10.434985139559048,11.459966115361597,100,200,0.81,95.30593499907445,0.09822543703649797,5.0,1.1459966115361597,1.0,0.046165969644150845
600074.SH,2025-09-01,2025-09-09,15.934758043941049,15.653300706210661,100,200,0.81,-35.7847618693861,-0.017663107086675043,5.0,1.5653300706210662,1.0,0.07369802572638712
600001.SH,2025-09-01,2025-09-10,14.858256821369597,16.075678756545386,800,1200,0.7290000000000001,953.2233262222671,0.08193571761559915,5.0,12.860543005236309,1.0,1.8536789131267193
600007.SH,2025-09-01,2025-09-10,73.55530618421228,70.62013750418433,400,600,0.81,-1217.4397007440639,-0.03990424120697839,8.47441650050212,28.248055001673734,1.0,5.649757230704407
600023.SH,2025-09-01,2025-09-10,74.09305348349457,81.61095910022115,100,200,0.81,736.7521222198711,0.10146572807127345,5.0,8.161095910022116,1.0,0.8773435427653732
600007.SH,2025-09-01,2025-09-11,73.55530618421228,68.1912970161288,100,200,0.81,-549.8901476977835,-0.07292484317378589,5.0,6.81912970161288,1.0,0.6701011878222847
600004.SH,2025-09-01,2025-09-12,51.403438136861055,54.35863610576814,800,1000,0.81,2295.8338201732986,0.05749027839419819,13.046072665384354,43.486908884614515,1.0,10.791573402369592
600005.SH,2025-09-01,2025-09-12,100.01075914438754,96.27999823120744,400,500,0.81,-1552.3637194785479,-0.037303595584090285,11.553599787744892,38.511999292482976,1.0,8.993755126285109
600060.SH,2025-09-01,2025-09-12,15.889694455427001,14.992339574367517,200,300,0.81,-188.66483130929691,-0.05647401739389648,5.0,2.998467914873503,1.0,0.1953871825264692
600022.SH,2025-09-01,2025-09-15,75.48323806529463,80.36422224776918,100,200,0.81,473.20467972372535,0.06466315313940815,5.0,8.036422224776917,1.0,0.8573162989521299
600001.SH,2025-09-01,2025-09-16,14.858256821369597,16.521990963887728,300,400,0.81,487.74838325339624,0.11197371014110467,5.0,4.956597289166319,1.0,0.41526221287789117
600002.SH,2025-09-01,2025-09-16,76.63443080040338,76.95364799050708,500,700,0.81,99.60728771415597,0.004165453918945526,11.54304719857606,38.47682399525354,1.0,8.981436143859717
600008.SH,2025-09-01,2025-09-16,28.96546492783792,30.627348735673106,900,1300,0.7290000000000001,1453.044772495432,0.05737466365464735,8.269384158631738,27.564613862105794,1.0,5.8166565354959525
600008.SH,2025-09-01,2025-09-17,28.96546492783792,30.435898336016802,300,400,0.81,424.9609883916164,0.050765054586287245,5.0,9.130769500805041,1.0,1.0382645612429096
600030.SH,2025-09-01,2025-09-17,11.659693527406576,11.377601358037118,800,1000,0.81,-241.80919172701215,-0.024193789374170827,5.0,9.102081086429695,1.0,1.033375145015498
600081.SH,2025-09-01,2025-09-17,10.696622112225464,11.290068584373408,200,300,0.81,110.30359661109924,0.05547980155994084,5.0,2.2580137168746814,1.0,0.12768410161488744
600004.SH,2025-09-01,2025-09-18,51.403438136861055,58.07309108309568,100,200,0.81,654.6313509309048,0.12975110591779396,5.0,5.8073091083095685,1.0,0.5266345842483835
600021.SH,2025-09-01,2025-09-18,35.91264127683184,34.443117344456255,400,500,0.81,-609.5111989603101,-0.04091940553878487,5.0,13.777246937782502,1.0,1.9243790722927712
600045.SH,2025-09-01,2025-09-18,16.74160705857728,16.59946169308842,300,400,0.81,-54.041634501914814,-0.008490544843843758,5.0,4.979838507926526,1.0,0.418186347329136
600089.SH,2025-09-02,2025-09-19,25.237093302006226,27.567781357650905,100,200,0.81,224.13978121465925,0.09235168360135199,5.0,2.7567781357650905,1.0,0.17224621404369314
600044.SH,2025-09-01,2025-09-25,23.544514485079283,23.049974269271456,200,300,0.81,-109.89051343862684,-0.021004477120189893,5.0,4.609994853854292,1.0,0.3724754232071264
600030.SH,2025-09-01,2025-09-29,11.659693527406576,12.757952432096738,100,200,0.81,102.49586786987356,0.09419277634602151,5.0,1.2757952432096737,1.0,0.05422735593302928
600011.SH,2025-09-01,2025-09-30,96.71168133077161,104.47840414961716,200,300,0.81,1521.5857344536707,0.080308011524295,6.268704248977029,20.895680829923432,1.0,3.594444236539967
600031.SH,2025-09-01,2025-09-30,17.425880677566894,19.215637630683943,500,700,0.81,878.1499711714132,0.10270682935532102,5.0,9.607818815341972,1.0,1.1206865717696997
