stock,buy_date,sell_date,buy_price,sell_price,quantity,order_quantity,execution_rate,pnl,return_rate,commission,stamp_duty,transfer_fee,market_impact_cost
600031.SH,2025-09-01,2025-09-04,37.79202911325284,36.44865551272306,100,200,0.81,-144.24408564491478,-0.035546479827903404,5.0,3.644865551272306,1.0,0.2618600406644679
600094.SH,2025-09-01,2025-09-04,17.93650285856043,17.576344915450864,100,200,0.81,-43.86111673111395,-0.020079607822640656,5.0,1.7576344915450863,1.0,0.08768792861220384
600048.SH,2025-09-01,2025-09-05,20.379344424041406,19.902232575232663,100,200,0.81,-55.807065474542696,-0.023411540571731875,5.0,1.9902232575232663,1.0,0.10565733614517982
600052.SH,2025-09-01,2025-09-05,24.14377555755442,23.637586022068565,100,200,0.81,-59.11946980567245,-0.02096563291350977,5.0,2.363758602206856,1.0,0.13675765488009134
600064.SH,2025-09-01,2025-09-05,16.85828449178108,18.682045402175817,100,200,0.81,174.41179530385057,0.10818188002960051,5.0,1.8682045402175818,1.0,0.09609119540552105
600072.SH,2025-09-02,2025-09-05,28.43047666929623,27.862760286961066,100,200,0.81,-65.73293244460001,-0.01996858473175985,5.0,2.786276028696107,1.0,0.175018182387406
600010.SH,2025-09-01,2025-09-08,62.87820383620046,60.98396605048196,400,500,0.81,-794.9405566707137,-0.030125507252927362,7.318075926057834,24.393586420192783,1.0,4.533780037062128
600018.SH,2025-09-01,2025-09-08,97.7454357529513,105.92704020033287,100,200,0.81,800.2703905346862,0.08370318659236772,5.0,10.592704020033286,1.0,1.2973501834385912
600023.SH,2025-09-01,2025-09-08,20.56564105575771,24.16955871469581,500,700,0.81,1782.2931477448547,0.1752397432770092,5.0,12.084779357347905,1.0,1.5809023668471944
600026.SH,2025-09-01,2025-09-08,21.3429684472454,23.16589292866038,500,700,0.81,892.3958352867121,0.08541100952853878,5.0,11.582946464330192,1.0,1.4834589564497769
600001.SH,2025-09-01,2025-09-09,27.213872113592295,26.810842345782003,100,200,0.81,-49.14926200719083,-0.014809717857422936,5.0,2.6810842345782,1.0,0.16520099158323973
600003.SH,2025-09-01,2025-09-09,12.959921917680932,12.317721120363132,300,400,0.81,-202.62287118699442,-0.04955282920660656,5.0,3.69531633610894,1.0,0.2673156555456765
600005.SH,2025-09-01,2025-09-09,41.945060228102534,40.98771388439333,800,1100,0.7290000000000001,-817.0510667222843,-0.022823816165790062,9.837051332254399,32.79017110751467,1.0,7.5467693151549256
600014.SH,2025-09-01,2025-09-09,71.62006910208906,78.41741092072935,300,400,0.81,2003.325898179799,0.09490833929455147,7.057566982865642,23.525223276218806,1.0,4.2938571532068455
600023.SH,2025-09-01,2025-09-09,20.56564105575771,23.95971934294183,100,200,0.81,330.8722940235625,0.1650363476626901,5.0,2.395971934294183,1.0,0.1395627605551931
600028.SH,2025-09-01,2025-09-09,18.60581411435866,20.80844604783472,100,200,0.81,212.06939348932497,0.11838406639654765,5.0,2.080844604783472,1.0,0.1129552534976422
600084.SH,2025-09-01,2025-09-09,15.056865753073499,16.416397369418483,100,200,0.81,128.23236955997095,0.09029313528065883,5.0,1.6416397369418483,1.0,0.07915233758568695
600006.SH,2025-09-01,2025-09-10,77.91972729998372,75.311021007927,400,600,0.81,-1089.8661724578342,-0.03347940736513934,9.03732252095124,30.124408403170797,1.0,6.221924711022443
600015.SH,2025-09-01,2025-09-10,45.29827233002832,43.733402165426966,400,600,0.81,-652.4427559473006,-0.03454591277124705,5.248008259851236,17.49336086617079,1.0,2.7533209807353147
600021.SH,2025-09-01,2025-09-10,21.259885093427418,21.245699493809948,600,800,0.81,-28.971475881266088,-0.0006672472384084205,5.0,12.747419696285968,1.0,1.7126964144981567
600026.SH,2025-09-01,2025-09-10,21.3429684472454,23.67646744061049,100,200,0.81,224.8451573702523,0.1093333853317044,5.0,2.367646744061049,1.0,0.13709522219541806
600006.SH,2025-09-01,2025-09-11,77.91972729998372,74.76201674218409,100,200,0.81,-330.0165091700619,-0.040525174653688656,5.0,7.476201674218409,1.0,0.7692517158802624
600015.SH,2025-09-01,2025-09-11,45.29827233002832,42.42017467069453,100,200,0.81,-298.38056358890844,-0.06353658784964063,5.0,4.242017467069453,1.0,0.3287801884595476
600022.SH,2025-09-01,2025-09-11,72.8794934708333,77.71445028599,100,200,0.81,468.9089699245869,0.06634180048317258,5.0,7.7714450285989995,1.0,0.8152665624835573
600040.SH,2025-09-01,2025-09-11,31.641291496410183,30.194838457011333,100,200,0.81,-153.86223273409405,-0.04571409607483802,5.0,3.0194838457011333,1.0,0.1974449485081809
600007.SH,2025-09-01,2025-09-12,25.878309943354594,27.51582770697863,400,500,0.81,636.6266981569661,0.06327761616614154,5.0,11.006331082791451,1.0,1.3740762098564885
600020.SH,2025-09-01,2025-09-12,27.237794464848044,29.38222175230067,500,700,0.81,1049.4035428068746,0.07872984320445378,5.0,14.691110876150335,1.0,2.118990043287235
600071.SH,2025-09-02,2025-09-12,42.33939287705206,40.296718278664066,100,200,0.81,-214.6015364552668,-0.0482452500988772,5.0,4.029671827866407,1.0,0.30440478860105163
600027.SH,2025-09-01,2025-09-15,10.66316385409432,10.311693199589715,300,400,0.81,-114.73945426775026,-0.032961197944046464,5.0,3.093507959876915,1.0,0.20474995649183236
600002.SH,2025-09-01,2025-09-16,21.140926524212503,20.35399392362583,2000,2800,0.7290000000000001,-1638.2247321740651,-0.03722318412513318,12.212396354175496,40.70798784725166,1.0,10.43914679928783
600002.SH,2025-09-01,2025-09-17,21.140926524212503,19.850269399282013,600,800,0.81,-793.8511984224169,-0.06105016842342804,5.0,11.910161639569207,1.0,1.5467618245536632
600005.SH,2025-09-01,2025-09-17,41.945060228102534,40.627436219778595,200,300,0.81,-278.5218966537295,-0.03141309134278348,5.0,8.12548724395572,1.0,0.8716077449856989
600037.SH,2025-09-01,2025-09-17,31.182948453526166,32.813783370704044,100,200,0.81,153.57843118286473,0.05229893252744879,5.0,3.2813783370704046,1.0,0.22368219785323565
600032.SH,2025-09-01,2025-09-19,10.540560429932905,11.350005172728727,700,900,0.81,551.8235870034259,0.07679333069398993,5.0,7.945003620910109,1.0,0.8427293327398456
600002.SH,2025-09-01,2025-09-22,21.140926524212503,19.864221138486137,100,200,0.81,-135.76231547349062,-0.06039022860536257,5.0,1.9864221138486138,1.0,0.10535478700504024
600032.SH,2025-09-01,2025-09-22,10.540560429932905,11.311109847722571,100,200,0.81,69.87856138866232,0.07310326836146906,5.0,1.1311109847722571,1.0,0.04526940553203268
600066.SH,2025-09-01,2025-09-25,17.26929447380311,19.10281989502847,100,200,0.81,175.34290434253944,0.10617257259737804,5.0,1.910281989502847,1.0,0.09935579049368595
600008.SH,2025-09-01,2025-09-26,21.347989610380473,20.89753703983646,1300,1800,0.7290000000000001,-627.5963712672565,-0.021100467948746773,8.150039445536219,27.1667981517874,1.0,5.691191962718479
600008.SH,2025-09-01,2025-09-29,21.347989610380473,20.4489927285232,400,500,0.81,-374.6586784702886,-0.04211154765693413,5.0,8.179597091409281,1.0,0.8803286359703324
